observable,z,n,partition_seed,fold
be2,26,32,1,0
be2,26,34,1,0
be2,26,36,1,0
be2,26,38,1,0
be2,26,40,1,0
be2,26,42,1,0
be2,28,26,1,0
be2,28,28,1,0
be2,28,30,1,0
be2,28,32,1,0
be2,28,34,1,0
be2,28,36,1,0
be2,28,38,1,0
be2,28,40,1,0
be2,28,42,1,0
be2,28,46,1,3
be2,30,32,1,0
be2,30,34,1,0
be2,30,36,1,0
be2,30,38,1,0
be2,30,40,1,3
be2,30,42,1,3
be2,30,44,1,3
be2,30,46,1,3
be2,30,48,1,3
be2,30,50,1,3
be2,31,33,1,0
be2,32,32,1,0
be2,32,34,1,0
be2,32,36,1,3
be2,32,38,1,3
be2,32,40,1,3
be2,32,42,1,3
be2,32,44,1,3
be2,32,46,1,3
be2,32,48,1,3
be2,32,50,1,3
be2,34,34,1,3
be2,34,36,1,3
be2,34,38,1,3
be2,34,40,1,3
be2,34,42,1,3
be2,34,44,1,3
be2,34,46,1,3
be2,34,48,1,3
be2,34,50,1,3
be2,34,52,1,3
be2,35,35,1,3
be2,36,36,1,3
be2,36,38,1,3
be2,36,40,1,3
be2,36,42,1,3
be2,36,44,1,3
be2,36,46,1,3
be2,36,48,1,3
be2,36,50,1,3
be2,36,52,1,3
be2,36,54,1,3
be2,36,56,1,3
be2,36,58,1,3
be2,36,60,1,3
be2,38,38,1,3
be2,38,40,1,3
be2,38,42,1,3
be2,38,44,1,3
be2,38,46,1,3
be2,38,48,1,3
be2,38,50,1,3
be2,38,52,1,3
be2,38,54,1,3
be2,38,56,1,3
be2,38,58,1,3
be2,38,60,1,3
be2,38,62,1,3
be2,40,42,1,3
be2,40,44,1,3
be2,40,46,1,3
be2,40,48,1,3
be2,40,50,1,3
be2,40,52,1,3
be2,40,54,1,3
be2,40,56,1,3
be2,40,60,1,3
be2,40,62,1,3
be2,40,64,1,3
be2,40,66,1,3
be2,42,46,1,3
be2,42,50,1,3
be2,42,52,1,3
be2,42,54,1,3
be2,42,56,1,3
be2,42,58,1,3
be2,42,60,1,3
be2,42,62,1,3
be2,42,64,1,3
be2,42,66,1,3
be2,44,52,1,3
be2,44,54,1,3
be2,44,56,1,3
be2,44,58,1,3
be2,44,60,1,3
be2,44,62,1,3
be2,44,64,1,3
be2,44,66,1,3
be2,44,68,1,3
be2,46,52,1,3
be2,46,54,1,3
be2,46,56,1,3
be2,46,58,1,3
be2,46,60,1,3
be2,46,62,1,3
be2,46,64,1,3
be2,46,66,1,3
be2,46,68,1,1
be2,46,70,1,1
be2,48,52,1,3
be2,48,54,1,3
be2,48,56,1,3
be2,48,58,1,3
be2,48,60,1,3
be2,48,62,1,3
be2,48,64,1,1
be2,48,66,1,1
be2,48,68,1,1
be2,48,70,1,1
be2,48,72,1,1
be2,48,74,1,1
be2,48,76,1,1
be2,48,78,1,1
be2,50,54,1,3
be2,50,56,1,3
be2,50,58,1,3
be2,50,60,1,3
be2,50,62,1,1
be2,50,64,1,1
be2,50,66,1,1
be2,50,68,1,1
be2,50,70,1,1
be2,50,72,1,1
be2,50,74,1,1
be2,50,76,1,1
be2,50,78,1,1
be2,50,80,1,1
be2,50,82,1,1
be2,50,84,1,1
be2,52,56,1,3
be2,52,60,1,1
be2,52,62,1,1
be2,52,66,1,1
be2,52,68,1,1
be2,52,70,1,1
be2,52,72,1,1
be2,52,74,1,1
be2,52,76,1,1
be2,52,78,1,1
be2,52,80,1,1
be2,52,82,1,1
be2,52,84,1,1
be2,54,60,1,1
be2,54,62,1,1
be2,54,64,1,1
be2,54,66,1,1
be2,54,68,1,1
be2,54,70,1,1
be2,54,72,1,1
be2,54,74,1,1
be2,54,76,1,1
be2,54,78,1,1
be2,54,80,1,1
be2,54,82,1,1
be2,54,84,1,1
be2,54,86,1,1
be2,54,88,1,1
be2,54,90,1,1
be2,56,66,1,1
be2,56,68,1,1
be2,56,70,1,1
be2,56,72,1,1
be2,56,74,1,1
be2,56,76,1,1
be2,56,78,1,1
be2,56,80,1,1
be2,56,82,1,1
be2,56,84,1,1
be2,56,86,1,1
be2,56,88,1,1
be2,56,90,1,1
be2,58,66,1,1
be2,58,68,1,1
be2,58,70,1,1
be2,58,72,1,1
be2,58,74,1,1
be2,58,76,1,1
be2,58,78,1,1
be2,58,80,1,1
be2,58,82,1,1
be2,58,84,1,1
be2,58,86,1,1
be2,58,88,1,1
be2,58,90,1,1
be2,58,92,1,1
be2,58,94,1,1
be2,60,70,1,1
be2,60,72,1,1
be2,60,74,1,1
be2,60,76,1,1
be2,60,80,1,1
be2,60,82,1,1
be2,60,84,1,1
be2,60,86,1,1
be2,60,88,1,1
be2,60,90,1,1
be2,60,92,1,1
be2,60,94,1,1
be2,62,72,1,1
be2,62,74,1,1
be2,62,76,1,1
be2,62,78,1,1
be2,62,80,1,1
be2,62,82,1,1
be2,62,84,1,1
be2,62,86,1,1
be2,62,88,1,1
be2,62,90,1,1
be2,62,92,1,1
be2,62,94,1,1
be2,64,74,1,1
be2,64,82,1,1
be2,64,84,1,1
be2,64,88,1,1
be2,64,90,1,1
be2,64,92,1,2
be2,64,94,1,2
be2,64,96,1,2
be2,64,98,1,2
be2,64,100,1,2
be2,66,86,1,1
be2,66,88,1,2
be2,66,90,1,2
be2,66,92,1,2
be2,66,94,1,2
be2,66,96,1,2
be2,66,98,1,2
be2,68,88,1,2
be2,68,90,1,2
be2,68,92,1,2
be2,68,94,1,2
be2,68,96,1,2
be2,68,98,1,2
be2,68,100,1,2
be2,68,102,1,2
be2,70,88,1,2
be2,70,90,1,2
be2,70,92,1,2
be2,70,94,1,2
be2,70,96,1,2
be2,70,98,1,2
be2,70,100,1,2
be2,70,102,1,2
be2,70,104,1,2
be2,70,106,1,2
be2,71,99,1,2
be2,72,90,1,2
be2,72,92,1,2
be2,72,94,1,2
be2,72,96,1,2
be2,72,98,1,2
be2,72,100,1,2
be2,72,102,1,2
be2,72,104,1,2
be2,72,106,1,2
be2,72,108,1,2
be2,74,88,1,2
be2,74,90,1,2
be2,74,94,1,2
be2,74,96,1,2
be2,74,98,1,2
be2,74,100,1,2
be2,74,102,1,2
be2,74,104,1,2
be2,74,106,1,2
be2,74,108,1,2
be2,74,110,1,2
be2,74,112,1,2
be2,74,114,1,2
be2,76,96,1,2
be2,76,98,1,2
be2,76,100,1,2
be2,76,102,1,2
be2,76,104,1,2
be2,76,106,1,2
be2,76,108,1,2
be2,76,110,1,2
be2,76,112,1,2
be2,76,114,1,2
be2,76,116,1,2
be2,76,118,1,2
be2,78,98,1,2
be2,78,100,1,2
be2,78,102,1,2
be2,78,104,1,2
be2,78,106,1,2
be2,78,108,1,2
be2,78,110,1,2
be2,78,112,1,2
be2,78,114,1,2
be2,78,116,1,2
be2,78,118,1,2
be2,78,120,1,2
be2,80,100,1,2
be2,80,102,1,2
be2,80,104,1,2
be2,80,106,1,2
be2,80,108,1,2
be2,80,110,1,2
be2,80,114,1,2
be2,80,116,1,2
be2,80,118,1,2
be2,80,120,1,2
be2,80,122,1,4
be2,80,124,1,4
be2,80,126,1,4
be2,82,104,1,2
be2,82,106,1,2
be2,82,114,1,2
be2,82,122,1,4
be2,82,124,1,4
be2,82,126,1,4
be2,82,128,1,4
be2,84,110,1,2
be2,84,112,1,2
be2,84,116,1,2
be2,84,118,1,4
be2,84,126,1,4
be2,84,128,1,4
be2,86,116,1,4
be2,86,118,1,4
be2,86,128,1,4
be2,86,132,1,4
be2,86,134,1,4
be2,86,136,1,4
be2,88,130,1,4
be2,88,134,1,4
be2,88,136,1,4
be2,88,138,1,4
be2,88,140,1,4
be2,90,132,1,4
be2,90,134,1,4
be2,90,136,1,4
be2,90,138,1,4
be2,90,140,1,4
be2,90,142,1,4
be2,90,144,1,4
be2,92,138,1,4
be2,92,140,1,4
be2,92,142,1,4
be2,92,144,1,4
be2,92,146,1,4
be2,94,144,1,4
be2,94,146,1,4
be2,94,148,1,4
be2,94,150,1,4
be2,96,144,1,4
be2,96,148,1,4
be2,96,150,1,4
be2,96,152,1,4
be2,98,152,1,4
be2,98,154,1,4
be2,12,12,2,2
be2,12,14,2,2
be2,12,16,2,2
be2,12,18,2,2
be2,12,20,2,2
be2,12,22,2,2
be2,12,24,2,2
be2,14,12,2,2
be2,14,14,2,2
be2,14,16,2,2
be2,14,18,2,2
be2,14,20,2,2
be2,14,22,2,2
be2,14,24,2,2
be2,14,26,2,2
be2,16,12,2,2
be2,16,14,2,2
be2,16,16,2,2
be2,16,18,2,2
be2,16,20,2,2
be2,16,22,2,2
be2,16,24,2,2
be2,16,26,2,2
be2,16,28,2,2
be2,18,14,2,2
be2,18,16,2,2
be2,18,18,2,2
be2,18,20,2,2
be2,18,22,2,2
be2,18,24,2,2
be2,18,26,2,2
be2,18,28,2,2
be2,18,30,2,2
be2,20,18,2,2
be2,20,20,2,2
be2,20,22,2,2
be2,20,24,2,2
be2,20,26,2,2
be2,20,28,2,2
be2,20,30,2,2
be2,21,21,2,2
be2,22,20,2,2
be2,22,22,2,2
be2,22,24,2,2
be2,22,26,2,2
be2,22,28,2,2
be2,22,30,2,2
be2,22,32,2,2
be2,22,34,2,2
be2,24,22,2,2
be2,24,24,2,2
be2,24,26,2,2
be2,24,28,2,2
be2,24,30,2,2
be2,24,32,2,2
be2,24,34,2,2
be2,24,36,2,2
be2,24,38,2,2
be2,24,40,2,2
be2,25,25,2,2
be2,26,24,2,2
be2,26,26,2,2
be2,26,28,2,2
be2,26,30,2,2
be2,26,32,2,2
be2,26,34,2,2
be2,26,36,2,2
be2,26,38,2,2
be2,26,40,2,2
be2,26,42,2,2
be2,28,26,2,2
be2,28,28,2,2
be2,28,30,2,2
be2,28,32,2,2
be2,28,34,2,2
be2,28,36,2,2
be2,28,38,2,2
be2,28,40,2,2
be2,28,42,2,2
be2,28,46,2,0
be2,30,32,2,2
be2,30,34,2,2
be2,30,36,2,2
be2,30,38,2,2
be2,30,40,2,2
be2,30,42,2,0
be2,30,44,2,0
be2,30,46,2,0
be2,30,48,2,0
be2,30,50,2,0
be2,31,33,2,2
be2,32,32,2,2
be2,32,34,2,2
be2,32,36,2,2
be2,32,38,2,0
be2,32,40,2,0
be2,32,42,2,0
be2,32,44,2,0
be2,32,46,2,0
be2,32,48,2,0
be2,32,50,2,0
be2,34,34,2,0
be2,34,36,2,0
be2,34,38,2,0
be2,34,40,2,0
be2,34,42,2,0
be2,34,44,2,0
be2,34,46,2,0
be2,34,48,2,0
be2,34,50,2,0
be2,34,52,2,0
be2,35,35,2,0
be2,36,36,2,0
be2,36,38,2,0
be2,36,40,2,0
be2,36,42,2,0
be2,36,44,2,0
be2,36,46,2,0
be2,36,48,2,0
be2,36,50,2,0
be2,36,52,2,0
be2,36,54,2,0
be2,36,56,2,0
be2,36,58,2,0
be2,36,60,2,0
be2,38,38,2,0
be2,38,40,2,0
be2,38,42,2,0
be2,38,44,2,0
be2,38,46,2,0
be2,38,48,2,0
be2,38,50,2,0
be2,38,52,2,0
be2,38,54,2,0
be2,38,56,2,0
be2,38,58,2,0
be2,38,60,2,0
be2,38,62,2,0
be2,40,42,2,0
be2,40,44,2,0
be2,40,46,2,0
be2,40,48,2,0
be2,40,50,2,0
be2,40,52,2,0
be2,40,54,2,0
be2,40,56,2,0
be2,40,60,2,0
be2,40,62,2,0
be2,40,64,2,0
be2,40,66,2,0
be2,42,46,2,0
be2,42,50,2,0
be2,42,52,2,0
be2,42,54,2,0
be2,42,56,2,0
be2,42,58,2,0
be2,42,60,2,0
be2,42,62,2,0
be2,42,64,2,0
be2,42,66,2,0
be2,44,52,2,0
be2,44,54,2,0
be2,44,56,2,0
be2,44,58,2,0
be2,44,60,2,0
be2,44,62,2,0
be2,44,64,2,0
be2,44,66,2,0
be2,44,68,2,0
be2,46,52,2,0
be2,46,54,2,0
be2,46,56,2,0
be2,46,58,2,0
be2,46,60,2,0
be2,46,62,2,0
be2,46,64,2,0
be2,46,66,2,0
be2,46,68,2,4
be2,46,70,2,4
be2,48,52,2,0
be2,48,54,2,0
be2,48,56,2,0
be2,48,58,2,0
be2,48,60,2,0
be2,48,62,2,0
be2,48,64,2,0
be2,48,66,2,4
be2,48,68,2,4
be2,48,70,2,4
be2,48,72,2,4
be2,48,74,2,4
be2,48,76,2,4
be2,48,78,2,4
be2,50,54,2,0
be2,50,56,2,0
be2,50,58,2,0
be2,50,60,2,0
be2,50,62,2,4
be2,50,64,2,4
be2,50,66,2,4
be2,50,68,2,4
be2,50,70,2,4
be2,50,72,2,4
be2,50,74,2,4
be2,50,76,2,4
be2,50,78,2,4
be2,50,80,2,4
be2,50,82,2,4
be2,50,84,2,4
be2,52,56,2,0
be2,52,60,2,4
be2,52,62,2,4
be2,52,66,2,4
be2,52,68,2,4
be2,52,70,2,4
be2,52,72,2,4
be2,52,74,2,4
be2,52,76,2,4
be2,52,78,2,4
be2,52,80,2,4
be2,52,82,2,4
be2,52,84,2,4
be2,54,60,2,4
be2,54,62,2,4
be2,54,64,2,4
be2,54,66,2,4
be2,54,68,2,4
be2,54,70,2,4
be2,54,72,2,4
be2,54,74,2,4
be2,54,76,2,4
be2,54,78,2,4
be2,54,80,2,4
be2,54,82,2,4
be2,54,84,2,4
be2,54,86,2,4
be2,54,88,2,4
be2,54,90,2,4
be2,56,66,2,4
be2,56,68,2,4
be2,56,70,2,4
be2,56,72,2,4
be2,56,74,2,4
be2,56,76,2,4
be2,56,78,2,4
be2,56,80,2,4
be2,56,82,2,4
be2,56,84,2,4
be2,56,86,2,4
be2,56,88,2,4
be2,56,90,2,4
be2,58,66,2,4
be2,58,68,2,4
be2,58,70,2,4
be2,58,72,2,4
be2,58,74,2,4
be2,58,76,2,4
be2,58,78,2,4
be2,58,80,2,4
be2,58,82,2,4
be2,58,84,2,4
be2,58,86,2,4
be2,58,88,2,4
be2,58,90,2,4
be2,58,92,2,4
be2,58,94,2,4
be2,60,70,2,4
be2,60,72,2,4
be2,60,74,2,4
be2,60,76,2,4
be2,60,80,2,4
be2,60,82,2,4
be2,60,84,2,4
be2,60,86,2,4
be2,60,88,2,4
be2,60,90,2,4
be2,60,92,2,4
be2,60,94,2,4
be2,62,72,2,4
be2,62,74,2,4
be2,62,76,2,4
be2,62,78,2,4
be2,62,80,2,4
be2,62,82,2,4
be2,62,84,2,4
be2,62,86,2,4
be2,62,88,2,4
be2,62,90,2,4
be2,62,92,2,4
be2,62,94,2,4
be2,64,74,2,4
be2,64,82,2,4
be2,64,84,2,4
be2,64,88,2,4
be2,64,90,2,4
be2,64,92,2,1
be2,64,94,2,1
be2,64,96,2,1
be2,64,98,2,1
be2,64,100,2,1
be2,66,86,2,4
be2,66,88,2,4
be2,66,90,2,1
be2,66,92,2,1
be2,66,94,2,1
be2,66,96,2,1
be2,66,98,2,1
be2,68,88,2,1
be2,68,90,2,1
be2,68,92,2,1
be2,68,94,2,1
be2,68,96,2,1
be2,68,98,2,1
be2,68,100,2,1
be2,68,102,2,1
be2,70,88,2,1
be2,70,90,2,1
be2,70,92,2,1
be2,70,94,2,1
be2,70,96,2,1
be2,70,98,2,1
be2,70,100,2,1
be2,70,102,2,1
be2,70,104,2,1
be2,70,106,2,1
be2,71,99,2,1
be2,72,90,2,1
be2,72,92,2,1
be2,72,94,2,1
be2,72,96,2,1
be2,72,98,2,1
be2,72,100,2,1
be2,72,102,2,1
be2,72,104,2,1
be2,72,106,2,1
be2,72,108,2,1
be2,74,88,2,1
be2,74,90,2,1
be2,74,94,2,1
be2,74,96,2,1
be2,74,98,2,1
be2,74,100,2,1
be2,74,102,2,1
be2,74,104,2,1
be2,74,106,2,1
be2,74,108,2,1
be2,74,110,2,1
be2,74,112,2,1
be2,74,114,2,1
be2,76,96,2,1
be2,76,98,2,1
be2,76,100,2,1
be2,76,102,2,1
be2,76,104,2,1
be2,76,106,2,1
be2,76,108,2,1
be2,76,110,2,1
be2,76,112,2,1
be2,76,114,2,1
be2,76,116,2,1
be2,76,118,2,1
be2,78,98,2,1
be2,78,100,2,1
be2,78,102,2,1
be2,78,104,2,1
be2,78,106,2,1
be2,78,108,2,1
be2,78,110,2,1
be2,78,112,2,1
be2,78,114,2,1
be2,78,116,2,1
be2,78,118,2,1
be2,78,120,2,1
be2,80,100,2,1
be2,80,102,2,1
be2,80,104,2,1
be2,80,106,2,1
be2,80,108,2,1
be2,80,110,2,1
be2,80,114,2,1
be2,80,116,2,1
be2,80,118,2,1
be2,80,120,2,1
be2,80,122,2,3
be2,80,124,2,3
be2,80,126,2,3
be2,82,104,2,1
be2,82,106,2,1
be2,82,114,2,1
be2,82,122,2,3
be2,82,124,2,3
be2,82,126,2,3
be2,82,128,2,3
be2,84,110,2,1
be2,84,112,2,1
be2,84,116,2,1
be2,84,118,2,3
be2,84,126,2,3
be2,84,128,2,3
be2,86,116,2,3
be2,86,118,2,3
be2,86,128,2,3
be2,86,132,2,3
be2,86,134,2,3
be2,86,136,2,3
be2,88,130,2,3
be2,88,134,2,3
be2,88,136,2,3
be2,88,138,2,3
be2,88,140,2,3
be2,90,132,2,3
be2,90,134,2,3
be2,90,136,2,3
be2,90,138,2,3
be2,90,140,2,3
be2,90,142,2,3
be2,90,144,2,3
be2,92,138,2,3
be2,92,140,2,3
be2,92,142,2,3
be2,92,144,2,3
be2,92,146,2,3
be2,94,144,2,3
be2,94,146,2,3
be2,94,148,2,3
be2,94,150,2,3
be2,96,144,2,3
be2,96,148,2,3
be2,96,150,2,3
be2,96,152,2,3
be2,98,152,2,3
be2,98,154,2,3
